duration,total_ram,free_ram,total_disk,free_disk,processor
110.0,32.0,12.47,256.0,91.86,amd ryzen 5
46.0,32.0,18.02,512.0,288.41,amd ryzen 5
25.0,32.0,15.61,512.0,108.48,intel i7
203.0,16.0,7.76,512.0,253.41,amd ryzen 3
159.0,32.0,15.31,256.0,206.5,intel i3
242.0,16.0,7.27,256.0,83.36,amd ryzen 3
25.0,32.0,17.01,256.0,167.91,intel i7
37.0,32.0,17.83,512.0,230.87,amd ryzen 5
260.0,16.0,5.03,512.0,112.85,intel i3
249.0,16.0,6.26,512.0,275.27,amd ryzen 3
148.0,32.0,17.01,512.0,416.86,intel i3
37.0,32.0,16.11,256.0,122.37,intel i7
108.0,,7.9,512.0,266.92,intel i7
242.0,16.0,8.03,256.0,95.8,intel i3
158.0,16.0,4.45,256.0,94.27,intel i7
88.0,16.0,9.69,256.0,10.0,intel i7
175.0,32.0,13.35,256.0,243.7,intel i3
230.0,16.0,9.56,512.0,295.37,intel i3
212.0,,9.4,256.0,174.86,amd ryzen 3
25.0,32.0,13.94,,105.51,amd ryzen 7
163.0,16.0,9.55,512.0,235.28,intel i5
134.0,16.0,7.01,256.0,41.96,intel i7
488.0,,5.07,512.0,247.9,intel i3
83.0,16.0,8.47,512.0,393.37,amd ryzen 7
274.0,16.0,6.77,512.0,232.72,intel i3
173.0,16.0,8.9,256.0,180.0,intel i5
124.0,16.0,5.45,256.0,144.16,amd ryzen 7
87.0,16.0,12.5,256.0,91.3,amd ryzen 5
115.0,32.0,17.45,256.0,133.94,amd ryzen 3
133.0,32.0,11.68,256.0,10.0,intel i5
127.0,16.0,6.6,256.0,54.58,amd ryzen 7
249.0,16.0,4.72,256.0,100.69,amd ryzen 3
68.0,16.0,9.41,256.0,186.35,amd ryzen 7
204.0,32.0,13.42,256.0,161.8,intel i3
100.0,32.0,14.53,512.0,337.23,amd ryzen 5
91.0,16.0,11.31,256.0,136.1,amd ryzen 5
82.0,32.0,10.54,256.0,246.0,amd ryzen 7
162.0,32.0,13.92,512.0,199.58,intel i3
72.0,32.0,14.49,512.0,402.67,amd ryzen 5
41.0,16.0,12.18,512.0,330.13,
161.0,32.0,14.42,512.0,259.58,amd ryzen 3
112.0,32.0,13.66,512.0,160.19,intel i5
314.0,16.0,4.02,256.0,46.01,intel i3
285.0,,4.87,512.0,258.88,intel i3
68.0,32.0,10.74,256.0,188.9,intel i7
174.0,16.0,0.88,256.0,116.18,amd ryzen 7
228.0,16.0,10.09,512.0,173.34,intel i3
116.0,32.0,13.75,512.0,380.51,intel i5
97.0,32.0,16.01,512.0,406.3,intel i5
245.0,16.0,3.02,256.0,196.71,amd ryzen 3
229.0,16.0,7.14,512.0,374.87,amd ryzen 3
254.0,16.0,5.67,256.0,113.3,intel i3
141.0,16.0,6.66,256.0,39.98,amd ryzen 5
136.0,32.0,11.55,256.0,10.0,intel i5
124.0,16.0,6.02,256.0,110.89,intel i7
161.0,16.0,7.15,256.0,159.29,amd ryzen 5
115.0,16.0,6.37,512.0,215.14,intel i7
132.0,16.0,5.7,,246.0,intel i7
204.0,16.0,10.79,256.0,173.62,intel i3
205.0,16.0,9.33,512.0,375.01,amd ryzen 3
211.0,32.0,17.56,256.0,119.37,amd ryzen 3
270.0,16.0,4.51,256.0,68.23,intel i3
89.0,32.0,13.84,256.0,157.32,intel i5
25.0,32.0,15.29,512.0,238.6,amd ryzen 7
213.0,16.0,3.64,256.0,184.22,amd ryzen 5
196.0,32.0,15.28,256.0,129.48,intel i3
271.0,16.0,6.28,512.0,335.19,intel i3
136.0,32.0,13.31,512.0,317.4,amd ryzen 5
248.0,16.0,4.88,256.0,166.85,amd ryzen 3
191.0,16.0,6.3,256.0,48.56,amd ryzen 5
198.0,16.0,5.75,256.0,59.06,amd ryzen 5
25.0,32.0,13.19,512.0,285.55,amd ryzen 7
53.0,32.0,11.96,256.0,146.13,amd ryzen 7
25.0,32.0,14.77,256.0,211.06,amd ryzen 7
116.0,16.0,6.66,256.0,157.11,amd ryzen 7
95.0,32.0,13.27,512.0,229.7,amd ryzen 5
56.0,32.0,16.84,256.0,192.85,intel i5
248.0,16.0,8.65,512.0,244.39,intel i3
88.0,16.0,9.48,512.0,304.91,intel i7
163.0,16.0,7.16,512.0,,amd ryzen 5
200.0,16.0,11.11,256.0,246.0,amd ryzen 3
25.0,32.0,17.01,512.0,186.97,intel i7
169.0,32.0,14.52,256.0,159.21,amd ryzen 3
227.0,16.0,8.91,512.0,318.5,intel i3
97.0,16.0,6.84,256.0,24.5,amd ryzen 7
83.0,,9.04,256.0,246.0,amd ryzen 7
147.0,16.0,,256.0,149.28,amd ryzen 5
25.0,32.0,14.17,512.0,111.48,amd ryzen 7
244.0,16.0,7.26,256.0,53.23,intel i3
186.0,32.0,11.93,,159.31,intel i3
73.0,32.0,16.48,256.0,181.56,intel i5
183.0,16.0,11.1,512.0,207.21,amd ryzen 3
217.0,,7.1,256.0,219.9,amd ryzen 3
217.0,16.0,8.26,256.0,136.83,amd ryzen 3
198.0,16.0,10.05,256.0,168.18,amd ryzen 3
25.0,32.0,18.37,512.0,304.26,intel i7
94.0,32.0,16.67,256.0,173.88,intel i5
245.0,16.0,5.54,512.0,161.65,amd ryzen 3
173.0,16.0,4.31,512.0,185.49,amd ryzen 5
162.0,16.0,8.0,512.0,361.24,amd ryzen 5
269.0,16.0,7.82,256.0,154.46,intel i3
153.0,16.0,8.28,512.0,243.58,amd ryzen 5
234.0,16.0,7.88,512.0,261.09,amd ryzen 3
98.0,16.0,6.63,512.0,285.29,intel i7
199.0,16.0,9.62,256.0,138.35,amd ryzen 3
111.0,16.0,8.49,512.0,52.12,amd ryzen 7
237.0,16.0,4.22,256.0,51.04,intel i5
281.0,16.0,5.7,256.0,126.68,intel i3
164.0,16.0,2.67,256.0,73.97,amd ryzen 7
183.0,16.0,7.27,256.0,82.82,intel i5
172.0,32.0,14.44,512.0,187.2,intel i3
128.0,16.0,8.88,512.0,267.37,amd ryzen 5
245.0,16.0,6.26,256.0,95.89,amd ryzen 3
243.0,16.0,9.59,512.0,325.15,intel i3
90.0,16.0,8.27,512.0,231.42,amd ryzen 7
122.0,16.0,6.5,256.0,147.42,amd ryzen 7
143.0,32.0,16.73,,251.76,intel i3
65.0,16.0,9.69,256.0,108.61,amd ryzen 7
270.0,16.0,5.13,512.0,295.58,amd ryzen 3
141.0,16.0,9.58,256.0,109.98,intel i5
25.0,32.0,16.66,256.0,10.05,amd ryzen 7
86.0,32.0,7.53,512.0,258.15,amd ryzen 7
,16.0,5.31,256.0,198.72,intel i7
152.0,32.0,12.93,512.0,239.47,amd ryzen 3
119.0,32.0,13.12,512.0,275.59,intel i5
235.0,16.0,6.18,512.0,176.61,amd ryzen 3
232.0,16.0,10.83,256.0,143.68,intel i3
107.0,16.0,6.49,512.0,226.21,intel i7
138.0,16.0,8.38,512.0,347.74,amd ryzen 5
195.0,16.0,9.29,256.0,,amd ryzen 3
115.0,32.0,18.4,512.0,286.01,intel i3
30.0,32.0,15.65,256.0,150.35,intel i7
102.0,32.0,15.33,512.0,386.98,intel i5
65.0,32.0,,256.0,195.6,amd ryzen 5
87.0,16.0,8.86,256.0,191.11,amd ryzen 7
223.0,16.0,7.79,256.0,237.93,amd ryzen 3
28.0,32.0,,512.0,287.89,amd ryzen 7
142.0,16.0,9.17,512.0,283.29,intel i5
216.0,16.0,5.97,512.0,252.47,amd ryzen 3
114.0,16.0,4.24,512.0,119.7,amd ryzen 7
242.0,16.0,7.71,256.0,216.54,intel i3
410.0,16.0,10.37,256.0,10.0,amd ryzen 3
241.0,16.0,3.91,512.0,390.03,intel i5
49.0,32.0,10.95,512.0,310.94,amd ryzen 7
109.0,16.0,6.04,512.0,275.21,intel i7
89.0,16.0,7.98,512.0,376.67,amd ryzen 7
152.0,16.0,8.18,512.0,313.13,intel i5
95.0,32.0,14.7,512.0,452.04,amd ryzen 5
180.0,16.0,7.05,512.0,312.27,intel i5
249.0,16.0,5.15,512.0,239.09,intel i3
182.0,16.0,5.76,256.0,140.39,amd ryzen 5
198.0,16.0,,512.0,333.42,amd ryzen 3
127.0,16.0,9.76,512.0,136.45,amd ryzen 5
56.0,32.0,12.02,256.0,161.82,amd ryzen 7
188.0,16.0,6.69,256.0,136.21,intel i5
108.0,32.0,12.6,256.0,246.0,intel i5
288.0,16.0,5.71,256.0,165.48,intel i3
166.0,16.0,5.61,256.0,133.36,amd ryzen 5
81.0,32.0,10.44,256.0,131.99,amd ryzen 7
,16.0,9.15,256.0,84.46,intel i3
80.0,16.0,9.32,512.0,316.07,amd ryzen 7
106.0,16.0,5.21,256.0,246.0,amd ryzen 7
124.0,16.0,9.51,256.0,154.11,intel i5
110.0,16.0,8.68,512.0,305.54,intel i7
117.0,32.0,13.82,256.0,196.98,intel i5
225.0,16.0,8.72,512.0,252.28,intel i3
261.0,16.0,7.32,256.0,86.2,intel i3
99.0,16.0,,512.0,231.73,amd ryzen 7
282.0,16.0,5.73,256.0,122.48,amd ryzen 3
34.0,,15.53,256.0,37.13,intel i7
214.0,16.0,9.21,256.0,84.14,amd ryzen 3
113.0,16.0,10.64,512.0,233.18,amd ryzen 5
153.0,16.0,8.54,512.0,165.18,amd ryzen 5
32.0,32.0,17.46,256.0,215.85,amd ryzen 5
185.0,32.0,12.93,256.0,152.5,intel i3
61.0,32.0,15.73,512.0,261.93,amd ryzen 5
95.0,32.0,12.86,512.0,274.34,amd ryzen 5
248.0,16.0,7.32,256.0,195.14,intel i3
121.0,16.0,10.31,512.0,325.18,amd ryzen 5
108.0,32.0,13.53,512.0,250.36,amd ryzen 5
105.0,16.0,6.16,512.0,379.12,amd ryzen 7
30.0,32.0,14.86,256.0,185.29,intel i7
25.0,32.0,15.2,256.0,134.64,amd ryzen 7
196.0,16.0,7.26,256.0,65.96,intel i5
124.0,16.0,5.28,256.0,164.89,amd ryzen 7
82.0,32.0,14.22,512.0,218.12,intel i5
119.0,16.0,4.6,512.0,405.72,amd ryzen 7
140.0,32.0,14.84,512.0,217.43,amd ryzen 3
167.0,32.0,13.37,256.0,110.11,amd ryzen 3
90.0,16.0,10.46,256.0,151.74,intel i7
294.0,16.0,4.71,256.0,74.36,intel i3
25.0,32.0,16.0,512.0,168.66,amd ryzen 7
89.0,16.0,10.38,512.0,196.52,amd ryzen 5
107.0,32.0,16.91,256.0,116.53,intel i3
178.0,16.0,5.32,512.0,183.69,amd ryzen 5
25.0,32.0,14.42,256.0,152.86,amd ryzen 7
75.0,32.0,13.18,512.0,271.8,intel i5
136.0,32.0,12.41,256.0,130.82,intel i5
135.0,16.0,9.17,,311.05,intel i7
25.0,32.0,15.35,256.0,141.61,amd ryzen 7
134.0,16.0,4.83,512.0,262.22,intel i7
183.0,16.0,6.82,256.0,51.6,amd ryzen 5
233.0,16.0,10.88,512.0,287.6,intel i3
216.0,16.0,5.98,256.0,13.86,amd ryzen 3
291.0,16.0,3.39,512.0,313.79,intel i3
208.0,32.0,11.47,256.0,138.16,intel i3
215.0,16.0,3.72,256.0,246.0,amd ryzen 5
97.0,32.0,19.33,256.0,166.82,amd ryzen 3
125.0,16.0,6.83,512.0,385.79,intel i7
206.0,16.0,8.18,512.0,295.71,amd ryzen 3
191.0,16.0,11.28,256.0,190.08,amd ryzen 3
271.0,16.0,4.91,256.0,167.15,intel i3
25.0,32.0,16.46,256.0,246.0,amd ryzen 7
144.0,16.0,7.61,256.0,221.38,amd ryzen 5
191.0,16.0,7.13,512.0,307.7,intel i5
223.0,16.0,9.91,512.0,203.57,intel i3
261.0,16.0,8.06,512.0,211.35,intel i3
153.0,32.0,18.17,512.0,349.99,intel i3
97.0,16.0,8.66,256.0,238.66,intel i7
25.0,32.0,15.46,512.0,304.05,intel i7
162.0,32.0,16.37,256.0,131.75,intel i3
109.0,32.0,18.24,512.0,216.04,intel i3
25.0,32.0,13.52,256.0,88.71,amd ryzen 7
176.0,16.0,4.87,512.0,322.66,intel i7
196.0,16.0,5.52,512.0,193.26,intel i5
88.0,16.0,6.99,256.0,34.15,amd ryzen 7
70.0,16.0,11.23,512.0,259.41,intel i7
148.0,16.0,9.08,256.0,100.71,intel i5
254.0,16.0,7.19,256.0,15.94,intel i3
286.0,16.0,5.6,256.0,220.54,intel i3
135.0,16.0,6.02,256.0,246.0,intel i7
148.0,16.0,7.76,256.0,145.69,amd ryzen 5
25.0,32.0,18.6,256.0,30.74,intel i7
160.0,16.0,7.68,256.0,246.0,
152.0,16.0,9.72,256.0,66.02,intel i5
250.0,16.0,6.16,256.0,120.82,amd ryzen 3
86.0,32.0,14.36,512.0,341.94,amd ryzen 5
151.0,16.0,6.79,256.0,60.52,intel i7
246.0,16.0,8.29,512.0,294.37,intel i3
25.0,32.0,19.48,256.0,180.22,intel i7
243.0,16.0,6.71,512.0,187.75,intel i3
224.0,16.0,7.38,256.0,71.11,intel i3
449.0,16.0,4.98,256.0,169.23,intel i5
137.0,32.0,15.54,256.0,231.25,amd ryzen 3
150.0,16.0,8.65,256.0,184.52,intel i5
107.0,16.0,7.83,256.0,102.98,amd ryzen 7
102.0,32.0,17.54,512.0,350.67,intel i3
144.0,16.0,4.24,256.0,203.57,amd ryzen 7
271.0,16.0,7.15,512.0,291.53,intel i3
171.0,16.0,6.38,512.0,219.19,amd ryzen 5
208.0,16.0,6.76,256.0,151.52,amd ryzen 3
58.0,16.0,11.33,512.0,218.87,amd ryzen 7
288.0,16.0,4.86,512.0,124.57,intel i3
161.0,16.0,11.49,256.0,216.29,amd ryzen 3
257.0,16.0,7.22,512.0,295.0,intel i3
280.0,16.0,4.8,256.0,246.0,intel i3
93.0,32.0,18.46,256.0,177.1,amd ryzen 3
148.0,16.0,,256.0,163.99,intel i5
131.0,16.0,6.46,256.0,165.37,intel i7
83.0,,17.89,256.0,32.31,intel i5
92.0,,13.3,512.0,255.41,intel i5
119.0,32.0,12.13,512.0,331.02,intel i5
233.0,16.0,8.36,256.0,202.5,amd ryzen 3
148.0,16.0,7.88,256.0,246.0,amd ryzen 5
281.0,16.0,5.75,512.0,192.55,intel i3
136.0,16.0,9.6,512.0,350.11,intel i5
167.0,32.0,12.33,512.0,257.41,amd ryzen 3
60.0,32.0,15.08,512.0,333.97,amd ryzen 5
74.0,16.0,10.62,512.0,237.77,amd ryzen 7
44.0,16.0,11.06,256.0,108.15,amd ryzen 7
212.0,32.0,12.55,512.0,185.5,intel i3
258.0,16.0,5.22,512.0,206.45,amd ryzen 3
185.0,32.0,10.6,256.0,,amd ryzen 3
153.0,32.0,14.92,512.0,375.59,amd ryzen 3
253.0,16.0,7.75,256.0,153.76,intel i3
128.0,32.0,15.04,256.0,96.5,intel i3
114.0,32.0,13.42,256.0,176.43,amd ryzen 5
268.0,16.0,5.45,256.0,192.42,intel i3
190.0,16.0,5.21,256.0,133.59,intel i5
271.0,16.0,4.79,512.0,304.49,amd ryzen 3
137.0,16.0,6.53,256.0,27.66,intel i7
144.0,32.0,16.33,512.0,211.57,amd ryzen 3
74.0,16.0,9.23,512.0,217.86,amd ryzen 7
59.0,32.0,15.95,256.0,224.85,intel i5
78.0,32.0,11.91,512.0,350.77,amd ryzen 5
209.0,32.0,11.25,512.0,131.64,intel i3
59.0,32.0,14.7,256.0,100.91,amd ryzen 5
177.0,16.0,5.73,256.0,224.54,amd ryzen 5
81.0,32.0,8.39,512.0,251.82,amd ryzen 7
255.0,32.0,10.93,512.0,268.02,intel i5
133.0,16.0,4.27,512.0,253.16,amd ryzen 7
25.0,32.0,16.05,512.0,204.54,amd ryzen 7
151.0,32.0,15.99,256.0,176.02,intel i3
35.0,32.0,19.14,512.0,236.0,intel i5
154.0,16.0,8.6,256.0,101.89,intel i5
245.0,16.0,,256.0,179.39,intel i3
86.0,32.0,12.59,512.0,399.83,amd ryzen 5
81.0,32.0,,512.0,242.53,intel i7
220.0,16.0,10.18,512.0,111.47,intel i3
227.0,16.0,8.58,256.0,10.0,intel i3
175.0,32.0,11.33,256.0,195.62,amd ryzen 3
,16.0,9.16,512.0,439.35,amd ryzen 3
131.0,32.0,16.56,512.0,287.66,amd ryzen 3
237.0,16.0,6.18,512.0,377.48,intel i3
253.0,16.0,6.74,256.0,37.42,amd ryzen 3
161.0,16.0,7.24,512.0,308.34,amd ryzen 5
123.0,16.0,7.3,256.0,201.97,intel i7
214.0,16.0,6.33,512.0,215.15,intel i5
37.0,32.0,18.84,512.0,107.17,intel i5
178.0,16.0,6.5,256.0,63.47,amd ryzen 5
66.0,16.0,9.81,512.0,164.67,amd ryzen 7
50.0,32.0,13.86,256.0,174.9,intel i7
229.0,16.0,3.97,512.0,230.89,intel i5
247.0,16.0,7.31,512.0,262.34,amd ryzen 3
169.0,16.0,8.7,256.0,28.43,amd ryzen 5
33.0,32.0,16.1,512.0,367.86,amd ryzen 5
182.0,16.0,5.92,256.0,146.53,amd ryzen 5
139.0,16.0,7.69,512.0,299.37,amd ryzen 5
103.0,16.0,6.87,512.0,260.58,intel i7
112.0,16.0,7.6,256.0,43.32,amd ryzen 7
78.0,32.0,11.09,256.0,209.19,intel i7
97.0,16.0,11.92,256.0,101.72,amd ryzen 5
70.0,32.0,12.08,256.0,233.45,intel i7
114.0,32.0,18.63,256.0,86.14,amd ryzen 3
164.0,16.0,3.26,512.0,396.22,intel i7
175.0,16.0,9.57,512.0,446.71,amd ryzen 5
139.0,16.0,4.18,256.0,181.86,intel i7
212.0,32.0,14.1,256.0,,intel i3
166.0,16.0,3.72,256.0,55.79,intel i7
144.0,16.0,8.54,256.0,54.43,amd ryzen 5
139.0,16.0,10.0,512.0,293.43,intel i5
137.0,16.0,6.89,256.0,100.4,intel i7
184.0,32.0,13.96,512.0,361.31,intel i3
43.0,16.0,11.97,512.0,93.8,amd ryzen 7
145.0,16.0,9.87,256.0,61.3,intel i5
90.0,16.0,,256.0,116.02,intel i7
25.0,32.0,13.7,256.0,65.47,amd ryzen 7
45.0,32.0,13.19,256.0,219.53,amd ryzen 7
102.0,16.0,7.33,512.0,293.72,amd ryzen 7
178.0,16.0,6.75,256.0,136.01,intel i5
222.0,16.0,7.84,256.0,100.84,amd ryzen 3
225.0,16.0,9.72,256.0,164.98,intel i3
25.0,32.0,13.93,512.0,363.44,amd ryzen 7
239.0,16.0,7.0,256.0,156.99,amd ryzen 3
173.0,16.0,8.71,256.0,245.78,amd ryzen 5
25.0,32.0,15.4,256.0,171.17,amd ryzen 7
163.0,16.0,8.26,256.0,63.35,amd ryzen 5
49.0,32.0,11.38,256.0,96.26,amd ryzen 7
69.0,16.0,7.63,512.0,336.72,amd ryzen 7
40.0,32.0,17.92,256.0,95.45,amd ryzen 5
39.0,32.0,18.15,512.0,388.01,intel i5
108.0,32.0,14.76,256.0,87.55,intel i5
171.0,16.0,7.07,256.0,10.0,intel i5
111.0,16.0,8.4,512.0,353.57,intel i7
266.0,16.0,5.34,512.0,355.67,amd ryzen 3
118.0,16.0,7.0,256.0,229.21,intel i7
217.0,32.0,12.18,512.0,316.18,intel i3
121.0,16.0,7.97,256.0,196.99,intel i7
246.0,16.0,8.69,512.0,317.47,intel i3
92.0,16.0,9.39,256.0,193.08,intel i7
93.0,16.0,6.66,256.0,228.16,amd ryzen 7
237.0,16.0,5.38,256.0,169.12,intel i5
25.0,32.0,13.93,256.0,93.12,amd ryzen 7
150.0,16.0,5.01,256.0,215.27,intel i7
58.0,32.0,15.29,512.0,144.08,amd ryzen 5
156.0,16.0,6.85,256.0,167.28,amd ryzen 5
228.0,16.0,8.32,256.0,127.18,amd ryzen 3
76.0,32.0,,512.0,406.24,intel i7
169.0,16.0,7.18,256.0,174.75,amd ryzen 5
259.0,16.0,5.1,512.0,316.08,amd ryzen 3
85.0,16.0,7.62,512.0,302.01,amd ryzen 7
46.0,32.0,18.38,512.0,201.64,amd ryzen 5
103.0,32.0,19.4,256.0,123.47,amd ryzen 3
131.0,32.0,11.88,256.0,135.32,amd ryzen 7
106.0,16.0,7.26,512.0,311.26,amd ryzen 7
241.0,16.0,7.67,512.0,297.36,intel i3
149.0,16.0,6.95,256.0,195.66,amd ryzen 5
160.0,16.0,5.16,256.0,144.46,intel i7
200.0,16.0,9.86,256.0,246.0,amd ryzen 3
60.0,32.0,11.51,512.0,239.13,intel i7
93.0,16.0,7.85,,55.95,amd ryzen 7
185.0,32.0,10.93,512.0,233.9,amd ryzen 3
157.0,32.0,11.8,512.0,316.93,amd ryzen 3
241.0,16.0,7.55,256.0,238.23,amd ryzen 3
132.0,16.0,7.84,256.0,144.32,intel i7
104.0,16.0,9.25,512.0,235.98,intel i7
151.0,16.0,9.09,256.0,93.39,amd ryzen 5
124.0,16.0,6.87,512.0,318.6,intel i7
94.0,16.0,7.97,512.0,329.41,intel i7
29.0,32.0,14.87,512.0,330.23,intel i7
84.0,16.0,7.59,256.0,205.44,amd ryzen 7
157.0,16.0,8.56,256.0,79.81,amd ryzen 5
234.0,16.0,6.53,512.0,212.38,intel i3
25.0,16.0,13.23,256.0,141.46,amd ryzen 7
243.0,16.0,5.45,512.0,320.77,amd ryzen 3
260.0,16.0,8.61,256.0,107.09,intel i3
59.0,16.0,12.2,256.0,175.39,amd ryzen 7
197.0,16.0,9.0,512.0,411.61,amd ryzen 3
93.0,32.0,13.3,512.0,310.27,amd ryzen 5
25.0,32.0,16.02,512.0,225.48,intel i7
96.0,16.0,5.52,256.0,105.71,amd ryzen 7
134.0,16.0,5.01,256.0,233.92,amd ryzen 7
167.0,16.0,5.52,512.0,264.66,intel i7
263.0,16.0,6.85,256.0,155.05,intel i3
185.0,16.0,6.3,512.0,434.31,amd ryzen 5
131.0,16.0,4.63,256.0,52.88,amd ryzen 7
267.0,16.0,5.17,512.0,326.41,amd ryzen 3
130.0,32.0,12.41,512.0,240.63,intel i5
88.0,16.0,7.25,512.0,426.93,amd ryzen 7
25.0,32.0,13.42,512.0,389.84,amd ryzen 7
259.0,16.0,5.82,512.0,226.53,intel i3
227.0,16.0,6.18,512.0,360.41,amd ryzen 3
117.0,16.0,8.68,256.0,199.85,amd ryzen 5
144.0,32.0,16.15,256.0,10.0,intel i3
119.0,16.0,10.62,512.0,232.37,amd ryzen 5
250.0,16.0,7.21,256.0,89.17,intel i3
37.0,32.0,14.52,256.0,75.72,amd ryzen 7
209.0,16.0,9.64,256.0,71.68,intel i3
124.0,16.0,7.05,256.0,100.41,amd ryzen 7
56.0,32.0,14.77,256.0,149.2,intel i7
37.0,32.0,17.29,512.0,409.96,amd ryzen 5
294.0,16.0,3.51,256.0,114.41,intel i3
66.0,32.0,15.06,256.0,138.09,amd ryzen 5
244.0,16.0,9.37,512.0,223.07,intel i3
157.0,32.0,9.46,512.0,359.72,intel i5
131.0,16.0,6.91,256.0,,intel i7
196.0,16.0,2.6,256.0,146.62,amd ryzen 5
228.0,16.0,4.38,256.0,10.0,intel i5
38.0,32.0,14.98,512.0,231.87,intel i7
196.0,16.0,5.62,256.0,39.64,intel i5
133.0,,9.27,256.0,222.49,amd ryzen 5
117.0,16.0,8.55,256.0,88.3,intel i7
99.0,,6.74,256.0,118.0,amd ryzen 7
279.0,16.0,5.69,256.0,113.58,intel i3
314.0,16.0,2.69,256.0,54.66,intel i3
25.0,32.0,17.56,512.0,329.92,intel i5
171.0,32.0,12.94,512.0,280.57,amd ryzen 3
118.0,16.0,,256.0,62.8,amd ryzen 7
240.0,16.0,5.34,256.0,110.31,amd ryzen 3
263.0,16.0,4.86,256.0,14.99,intel i3
104.0,32.0,13.47,512.0,189.78,intel i5
257.0,16.0,6.04,512.0,329.93,intel i3
136.0,16.0,7.47,512.0,311.08,intel i7
155.0,16.0,8.84,256.0,164.24,intel i5
36.0,32.0,14.52,512.0,290.53,intel i7
250.0,16.0,9.23,256.0,125.13,intel i3
219.0,32.0,11.24,512.0,346.94,intel i3
269.0,16.0,5.57,256.0,204.9,amd ryzen 3
265.0,16.0,9.74,512.0,202.83,amd ryzen 5
149.0,16.0,10.77,256.0,63.34,intel i5
232.0,16.0,8.45,512.0,263.17,amd ryzen 3
197.0,16.0,5.51,256.0,10.0,intel i5
141.0,16.0,7.4,256.0,83.83,amd ryzen 5
69.0,16.0,8.1,256.0,192.17,amd ryzen 7
218.0,16.0,9.49,256.0,236.39,amd ryzen 3
130.0,16.0,6.69,512.0,234.44,amd ryzen 7
146.0,32.0,17.41,512.0,,intel i3
176.0,16.0,5.42,512.0,296.88,amd ryzen 5
157.0,16.0,7.34,512.0,439.39,amd ryzen 5
25.0,32.0,15.36,512.0,164.12,amd ryzen 7
100.0,32.0,13.87,512.0,349.15,amd ryzen 5
69.0,32.0,11.16,256.0,69.07,intel i7
124.0,16.0,4.51,256.0,37.34,amd ryzen 7
81.0,16.0,10.62,512.0,319.62,intel i7
,16.0,5.06,256.0,154.61,intel i3
309.0,16.0,4.32,512.0,233.77,intel i3
174.0,16.0,5.85,512.0,287.47,intel i5
133.0,16.0,10.95,512.0,301.31,amd ryzen 5
29.0,32.0,14.64,256.0,112.56,amd ryzen 7
180.0,16.0,7.93,256.0,238.25,intel i5
171.0,16.0,7.02,512.0,320.6,amd ryzen 5
115.0,16.0,7.31,256.0,88.84,intel i7
189.0,16.0,5.85,256.0,155.44,amd ryzen 5
169.0,32.0,12.64,256.0,93.25,amd ryzen 3
254.0,16.0,7.98,512.0,215.8,intel i3
25.0,32.0,14.38,512.0,310.44,amd ryzen 7
124.0,32.0,18.09,256.0,163.78,intel i3
141.0,32.0,14.94,256.0,10.0,amd ryzen 3
66.0,32.0,12.52,512.0,265.73,intel i7
25.0,32.0,16.61,256.0,171.4,amd ryzen 7
119.0,32.0,16.24,512.0,231.87,amd ryzen 3
197.0,16.0,8.38,512.0,342.45,amd ryzen 3
111.0,32.0,15.06,512.0,219.17,amd ryzen 3
25.0,32.0,15.17,512.0,276.74,amd ryzen 7
141.0,32.0,15.45,256.0,227.15,amd ryzen 3
218.0,16.0,8.02,512.0,311.19,amd ryzen 3
239.0,16.0,7.71,256.0,104.17,amd ryzen 3
195.0,16.0,6.05,256.0,98.96,intel i5
139.0,32.0,15.69,512.0,318.91,intel i3
218.0,16.0,8.63,256.0,170.83,amd ryzen 3
77.0,16.0,9.23,256.0,54.72,amd ryzen 7
246.0,16.0,7.51,512.0,290.6,amd ryzen 3
265.0,16.0,5.84,512.0,145.72,intel i3
143.0,16.0,9.76,256.0,180.13,intel i5
145.0,16.0,5.64,512.0,301.32,intel i7
130.0,16.0,5.08,256.0,211.27,intel i7
168.0,32.0,15.77,512.0,229.82,intel i3
205.0,16.0,6.01,,134.31,intel i5
65.0,32.0,17.02,256.0,228.51,amd ryzen 5
80.0,32.0,10.27,512.0,319.37,intel i7
25.0,32.0,16.74,512.0,304.41,amd ryzen 5
243.0,16.0,5.8,512.0,268.75,amd ryzen 3
202.0,16.0,5.93,512.0,301.61,intel i5
152.0,16.0,10.61,512.0,345.06,intel i5
157.0,32.0,14.0,512.0,254.6,intel i3
100.0,16.0,6.88,512.0,318.66,intel i7
159.0,32.0,14.87,512.0,366.97,intel i3
204.0,16.0,3.65,512.0,245.53,amd ryzen 5
195.0,16.0,10.08,512.0,359.61,amd ryzen 3
272.0,16.0,4.13,512.0,367.82,amd ryzen 3
144.0,16.0,6.22,512.0,138.33,intel i7
132.0,16.0,9.02,,246.0,amd ryzen 5
170.0,16.0,6.01,512.0,265.69,amd ryzen 5
69.0,,10.29,256.0,192.02,intel i7
102.0,32.0,12.58,512.0,230.13,amd ryzen 5
270.0,16.0,6.2,256.0,134.84,intel i3
120.0,16.0,6.69,256.0,96.93,amd ryzen 7
222.0,32.0,8.93,256.0,93.8,amd ryzen 3
143.0,,13.3,512.0,310.8,amd ryzen 3
137.0,16.0,9.22,256.0,65.76,amd ryzen 5
198.0,16.0,3.97,512.0,254.3,amd ryzen 5
